num_bedrooms,num_bathrooms,square_footage,lot_size,age_of_house,proximity_to_city_center,neighborhood_quality,house_price
2,3,3281,4415,30,8,6,496634.23102708557
3,3,1916,4568,19,2,4,530895.7993524144
4,3,3462,4484,18,5,10,631704.5517912803
4,1,1423,5835,1,4,10,532945.7234396475
3,3,3168,2841,39,10,5,518864.63854312844
1,3,2639,7878,38,3,9,571182.7651190286
3,1,2909,5552,90,16,4,365283.74710712704
5,2,1099,7844,71,10,1,407792.12457866466
4,2,1202,4026,53,15,9,458677.41442393145
2,3,2471,7189,26,4,5,556218.5138305174
5,2,1052,4965,78,1,10,543939.8687930353
4,2,2557,8184,11,15,7,573749.6737908117
3,2,3325,6479,77,10,3,490294.67647128855
5,2,2192,6380,70,18,4,418511.9257150965
4,3,2764,2146,16,16,10,587630.3026079262
1,2,959,5326,89,9,9,361144.5238043056
1,2,1004,1111,83,19,10,271620.4927581495
2,1,1961,1592,9,17,1,334332.0030818994
4,3,2191,8413,18,10,5,526709.1926218236
1,1,1657,9179,81,19,8,333702.57464920083
3,1,1559,2238,29,8,10,473931.9719917717
4,3,2390,6983,29,19,7,508427.8526416226
3,2,2915,3794,24,5,4,496090.2520836753
3,1,932,4598,87,2,7,391709.1436701552
1,3,2523,4803,73,15,1,328369.29112538125
4,2,1229,2526,65,17,6,395111.48913160403
5,3,3155,8909,95,10,9,560902.8200338638
1,1,3497,2969,34,2,3,474204.656487655
1,2,1997,2502,50,9,4,361382.23073752946
4,2,3259,5467,70,2,8,558118.5768566213
4,3,896,7407,70,18,5,353838.89905304636
3,2,2506,9301,26,12,5,467777.49029943265
4,1,1977,3354,9,15,1,419752.02356398647
3,1,2518,6319,96,6,6,441881.8858590875
1,1,2065,1225,42,18,2,301670.59080942953
2,3,2127,4011,54,13,1,387071.8229432112
5,2,2108,5126,70,4,6,511814.91847552
1,2,1850,1613,5,12,5,428799.0727023794
4,2,2183,1098,5,9,5,511388.3618497962
5,1,3049,6458,76,2,9,607077.7440014933
2,2,1380,6916,47,16,10,408644.11416265456
2,1,3217,4337,76,1,10,532251.530792576
3,2,1332,3699,1,4,3,461338.79834637715
5,1,1975,6917,82,15,1,402341.87191436416
3,2,1925,8517,50,1,8,526616.278252992
1,3,1698,2019,60,15,5,366303.01426626724
5,3,3454,4025,18,3,5,641307.8739197201
1,1,2269,4528,1,13,8,396786.71660273557
3,1,2052,4886,50,18,8,392924.0645141476
5,2,1569,7231,25,13,2,496865.9603809508
3,2,1633,6182,69,10,3,387332.0295028065
5,3,2704,6578,19,7,10,663235.5573886641
3,2,3083,7729,22,8,10,568996.0846488404
2,1,3009,7961,53,1,1,457971.84312875697
3,1,1353,7013,14,18,3,349118.6838981826
2,1,1891,1796,5,12,4,383043.46812368114
3,1,1996,2957,91,18,7,347608.907929403
5,1,2460,4066,34,12,9,562325.4314460537
5,3,1358,3680,74,9,5,483736.18951606273
5,3,1060,5441,7,2,1,536799.1224484459
4,1,3064,3948,56,14,2,409341.89712389064
1,2,2640,4731,49,4,10,497026.3874902435
5,1,1947,2101,48,15,2,415733.4541654316
2,3,1604,6484,87,17,9,349347.4395979636
5,1,1985,5231,20,19,10,520342.594168055
4,3,3048,9983,35,6,7,611088.3195640809
2,3,3249,1981,70,9,2,456181.1418029472
4,1,1074,6170,68,17,1,321241.17690599506
2,1,1005,9935,57,15,5,314321.98674291867
3,2,2523,3431,62,5,1,462587.06126142445
1,3,1666,9566,92,18,9,304467.1624806219
1,2,892,7349,15,4,3,380040.3717892597
4,1,1865,4897,5,2,2,458859.72670020163
1,3,3226,8548,77,19,6,392139.168219847
4,2,2151,2991,51,5,3,493643.3425752337
4,2,2912,3928,1,4,5,564529.06298898
4,2,1164,6430,88,5,10,438897.0545324016
1,1,1620,4446,94,19,8,344886.6245853906
4,1,2307,7775,76,13,10,453692.7737144959
1,1,2829,9783,17,16,2,435062.0225771993
4,3,2724,6161,80,12,5,490377.9458855185
5,1,3387,3569,91,9,8,530936.2719640256
4,3,1885,3872,75,16,1,405035.6597647051
2,2,3338,2335,34,14,10,553319.8518886125
4,2,2096,6413,85,1,10,515387.3014472918
3,1,3076,1112,38,4,4,486379.75525678677
4,2,1843,4772,0,9,5,542637.7433671063
2,1,802,6294,36,19,10,365181.857810675
2,3,2553,2987,20,14,3,474158.94576603454
1,2,1710,5829,0,12,2,395864.79886079446
5,1,1106,2985,3,4,3,536460.6002287287
4,2,3279,6091,95,7,5,516687.71497084125
1,2,935,1252,57,17,7,304051.27870827407
5,1,2732,9315,0,1,2,607588.0343003949
4,2,3362,1623,12,14,7,567406.778706836
3,2,3040,4156,45,15,6,505670.1789700231
4,2,2408,4389,46,12,7,513493.03059657564
2,2,2238,4417,80,12,7,424855.5002286286
2,3,1672,3945,75,6,9,474047.49634060403
3,2,1941,9632,6,13,7,515657.3670390082
1,2,1465,3092,50,16,6,345068.90810585493
5,1,1008,3705,2,14,10,484256.75531008665
4,3,1751,4759,49,7,8,514068.16030450445
2,1,1857,6112,25,16,7,427270.58632476826
1,1,1448,1553,30,9,6,397649.7795454628
3,1,2141,5904,99,14,4,307251.244362291
2,3,2967,2112,61,7,7,484489.4213187146
3,1,1426,3777,25,12,8,438221.51506036625
4,1,1324,8097,66,3,8,457509.1384479831
5,1,2404,2314,54,14,4,442579.00889545796
2,2,2668,4493,27,19,10,486751.9968448451
2,1,1568,9290,43,11,9,467804.39922928583
4,3,3359,8473,80,5,3,497573.4110919465
1,3,2894,8015,37,13,9,492483.0962754576
5,2,1571,6710,29,10,3,501262.0085447597
2,3,1539,2222,65,7,7,443121.34930500604
5,3,1321,5583,7,17,4,498777.18357672595
2,2,2200,6520,13,16,5,480595.06374840287
5,1,2981,8872,98,8,3,488388.66483314487
3,2,1047,9668,61,17,2,368153.8197598024
2,1,2141,6431,74,13,8,381183.80824135075
5,1,3283,2705,62,11,7,546714.5736647212
1,3,2658,1517,78,18,7,349133.12310502876
3,2,1485,2220,65,5,8,473431.6110137249
3,3,1385,3506,95,6,1,361756.9284339706
1,3,3198,5325,39,14,8,495820.52656299743
5,1,942,6479,12,12,10,506702.7842178732
4,3,1766,8436,16,4,5,572268.7125414754
1,2,1517,4090,14,7,8,449055.8493463938
5,3,1442,7497,32,11,9,532724.7142507199
1,3,3348,6168,15,2,2,497484.81418542477
1,1,1169,7993,12,4,3,379734.7817414662
2,2,1909,1973,85,7,6,407858.34893516643
5,3,1586,6277,22,1,9,667703.3888278462
4,1,2283,9257,35,15,10,529495.7714166432
2,3,1749,7092,42,8,10,521914.2850622135
1,2,2148,3906,49,5,8,404796.7266308958
1,3,1321,1570,73,14,6,378083.8962358496
1,3,3336,1307,80,18,5,405863.1552782298
5,1,2752,4742,93,3,3,492585.8872210305
5,3,3244,9974,12,2,4,666004.5988135518
2,1,1154,1765,29,16,7,326315.00505352503
4,2,1746,9964,56,14,7,450659.8301069957
2,3,3135,8814,29,16,3,521952.89080333535
3,2,2282,8735,70,11,4,410579.8890428497
1,2,2447,9036,9,17,3,380251.30605334137
1,3,1335,8596,98,3,2,321982.4878481105
1,1,2114,1539,65,5,6,350362.4811759682
2,2,3015,8985,93,3,7,490087.66437113774
2,2,1749,3049,82,15,4,356819.76281663094
1,3,1420,4283,38,5,5,395586.69184319914
2,3,1227,5675,36,3,8,443041.8930059795
5,3,2525,2663,2,6,9,659535.5328253664
5,3,3337,7476,88,14,7,559883.6415580047
2,3,3202,4439,33,2,10,625485.1137520407
1,3,3043,9697,85,18,1,344878.29251744325
2,1,1344,8143,37,6,3,378125.0805093331
2,2,1623,4247,13,5,5,452152.74088641827
2,1,1802,4500,63,14,3,332825.102763837
3,1,1458,2910,38,17,1,318815.95806606027
5,3,2858,1732,53,11,2,506229.89729884977
4,2,3243,4513,1,1,8,613429.557877954
4,1,1530,5609,95,10,7,394192.31977199705
3,3,2632,5456,42,9,10,578848.5817020438
2,3,1208,4335,52,12,3,382661.13798422215
3,2,3209,9168,2,1,4,589176.1744102174
3,1,883,8056,40,18,3,360805.14995454403
1,1,3003,3753,7,12,4,433691.39820749115
5,1,1506,2372,89,2,8,449969.8407046013
4,3,2761,4376,95,1,9,529868.3985886436
2,2,3319,9481,74,1,7,565849.4480654931
4,2,3466,1063,62,1,9,600163.9068684732
4,1,2247,4945,64,12,9,452833.38692318555
5,3,933,1329,78,7,7,411155.09571411164
4,1,1587,5858,3,4,7,524031.0972281214
4,2,1663,2963,67,4,8,505157.77147490904
3,3,1466,4088,91,15,10,402121.7213988449
5,1,1076,1140,9,1,3,466888.8709966532
1,1,2575,5539,74,6,8,407632.6057848318
2,3,1681,3473,49,14,1,386548.8004786214
4,2,2860,6594,22,14,6,505957.45955812023
2,3,3189,4903,60,10,2,438116.4742394371
1,1,2882,6364,46,7,7,482460.9434904398
2,1,3406,1449,2,12,3,485001.4072355938
1,1,2037,5446,16,19,10,411666.19534447393
3,1,3252,5694,21,9,5,507470.84661459376
4,2,958,5806,90,3,10,471080.6203625107
1,2,1933,1869,15,4,2,393811.2732886675
2,1,3396,7079,79,13,1,365552.34672323125
4,2,2651,8307,2,10,5,538469.5631174565
3,2,1078,4659,51,14,9,436479.3899093125
4,2,3326,4602,32,6,9,616595.8466945966
1,1,910,9584,41,8,7,371114.8435950674
3,3,3278,3448,1,19,9,572035.8296450351
2,3,1341,8592,38,10,4,425848.970695209
3,3,1938,3953,45,5,3,462391.0302503527
3,1,1159,6131,47,5,4,392301.5637236356
5,2,3219,2358,26,5,7,606641.9917652219
3,2,2038,9219,14,9,8,495207.7716648222
3,1,2556,1387,6,9,2,432910.1707344271
4,1,1754,1832,56,15,5,393060.55697249447
2,3,3106,9441,41,9,5,477547.01288911304
4,3,2967,5193,8,14,9,571371.8523965992
4,1,1775,2838,5,6,3,508317.49731587945
1,3,1712,1891,56,8,6,400877.48712134484
4,2,1951,6588,75,2,10,531018.081794912
5,1,1522,2305,29,5,5,555804.361472614
5,1,3370,6283,54,17,2,447142.75703217427
1,2,2511,5548,83,10,2,373584.28191154555
2,2,1124,5192,83,14,4,305989.3479305146
2,2,2329,7452,53,18,4,405432.1755728203
4,3,2349,9453,26,1,7,617532.8429317701
4,1,1873,3340,83,2,1,363863.8734438686
4,3,2745,2793,58,4,6,560015.5116889707
2,2,2407,7394,6,13,9,519920.89636598993
3,3,2916,1324,39,16,2,395972.3675368896
5,2,1190,8848,93,5,5,506645.20734504744
3,3,3230,9114,71,10,10,575622.1898543193
3,3,815,7644,1,17,10,494481.6935034124
2,2,1645,5782,13,11,4,392457.7652605922
3,3,1668,4137,9,5,4,519076.4380536405
1,1,1367,4898,49,15,8,366281.6114890764
4,3,2979,1835,17,4,6,613794.2057034462
1,3,2819,5154,17,7,7,514177.7110369809
5,1,3120,3778,15,10,9,589994.2968775396
4,2,2446,7409,51,4,3,508121.8270554168
3,1,3331,5313,68,5,2,456688.262143518
5,3,3397,6646,51,5,3,618087.8909348171
4,2,1156,8608,30,11,8,467377.10187206493
3,3,2456,4721,83,19,9,463079.2680375889
1,3,3080,8911,22,5,10,552758.3609317585
4,1,835,2671,95,8,5,348204.1861459995
3,1,3260,1916,41,7,8,548149.1099253204
1,2,1827,6588,80,8,7,363519.0820003489
5,2,2891,7496,61,13,9,587301.41222444
5,2,3415,2836,76,5,4,572082.8539417842
5,3,913,3138,49,18,10,469290.2331655764
5,1,2572,5007,76,9,3,501665.58003389474
2,1,3244,2905,80,2,9,502859.6085494279
4,1,1997,4989,14,16,8,518373.91316463373
4,2,2078,4485,89,14,7,483191.6231219295
2,1,1265,5797,43,17,1,286608.4744574672
3,1,2287,3732,91,6,2,400669.8746006849
3,1,1646,8714,41,3,9,486502.8018669281
5,2,1301,2321,44,17,5,407192.63976229506
1,1,1240,4354,93,13,1,222175.5085653393
3,2,2916,8101,34,6,9,542037.9930062634
1,1,1125,5743,21,8,1,299038.80550881726
4,1,2565,9951,73,6,8,539888.8149830267
1,1,866,8014,74,16,5,250500.77461377904
4,2,1103,4412,37,6,6,489148.85217804654
2,2,1771,8825,96,17,1,301510.2984504372
2,1,1283,2357,69,3,2,383499.8515504779
5,3,1728,4481,63,12,7,519951.43213940115
3,2,2240,2766,6,6,2,512153.45175698283
5,2,948,9219,43,7,5,497104.11657818867
4,1,3431,8163,75,11,9,553823.8375269518
5,3,3095,3470,6,9,5,653278.3260528329
1,1,1924,1159,65,16,3,301396.9366466316
4,2,895,3892,59,5,6,447677.5903239357
2,2,1081,6326,0,15,7,423169.3666482429
3,1,3169,5113,61,4,10,566244.7327957604
4,1,1328,8749,86,5,10,454862.66201350285
4,3,3110,8798,88,7,8,551049.0133465326
1,3,2442,5999,17,3,3,513732.1483093233
3,2,1379,2570,6,4,4,517270.34159649996
2,3,2463,4405,53,15,10,455142.93853974587
4,3,3141,6527,66,2,4,553906.1391890073
4,2,2431,6848,92,5,2,483657.0704876036
1,2,3242,7817,9,7,7,544888.9998285599
5,2,3360,2627,60,17,4,527791.702633023
2,2,1609,7143,58,8,4,416294.0323713264
3,1,1492,9396,58,9,8,433769.6959563981
4,2,1034,7558,68,10,6,434623.24812475464
4,2,1751,6272,62,11,6,465670.8037674523
2,2,2654,8881,97,1,9,475880.7099938635
5,3,2160,9983,7,15,4,563826.2735803926
4,2,1831,4747,77,8,9,519733.7674037417
2,1,2266,2607,54,19,1,303767.669028916
1,1,2764,6074,5,12,9,485236.23121852335
5,2,1338,8153,0,6,1,516526.7229002714
3,1,1619,7733,55,10,7,422032.38623911823
4,3,2481,1066,96,5,6,513170.53094235895
2,2,1071,9000,74,7,7,374548.3592186253
1,1,1828,8645,87,7,9,418651.13796739833
3,1,2722,5158,9,9,10,573229.1390408061
2,2,2042,1402,22,15,4,375886.7849831776
2,1,1941,8925,15,6,9,541275.2421221563
3,2,1392,5166,15,16,3,404300.53653153987
1,1,2405,3925,55,7,10,423951.3120691237
1,3,914,3993,94,15,9,346292.8631247798
5,1,3110,1771,5,2,1,588179.7879862007
4,1,2477,8371,29,8,5,475664.007394149
3,2,2245,6713,62,12,10,477247.49206890364
3,1,1006,9167,0,11,5,439778.4334305386
3,2,3150,2556,50,6,1,421178.83305893355
1,3,911,2151,88,13,1,251129.75213468485
4,2,2240,6314,45,16,3,449891.4843176315
5,2,2682,2217,20,8,9,581163.7029406044
2,1,984,4944,98,17,7,287798.12215649907
2,3,2564,9039,37,13,6,483503.5959781258
3,2,1700,3042,68,4,9,446343.6473528746
4,1,1020,7303,62,10,4,413898.01367157063
1,1,2267,9897,49,16,4,374987.34486919513
4,2,1893,3669,11,17,3,442413.572828691
4,1,3469,3113,68,8,5,509824.4669152044
1,2,3274,3977,72,11,5,436787.5984398836
3,2,3491,5378,43,5,10,597667.4214222048
4,2,3415,8227,51,16,7,496158.29498699616
2,3,2812,7261,8,8,7,566556.4139349982
1,2,3290,1422,98,16,6,350434.5169815373
5,1,1400,9722,64,4,4,465419.9236395602
3,3,1960,1090,9,6,7,568716.7641987869
1,1,1303,4372,45,8,2,309916.53814978007
5,3,2978,7036,99,9,9,576051.3733968468
5,3,1017,2942,57,13,7,480417.6818865899
4,3,3018,4805,36,17,2,506948.3485968508
4,3,2298,1097,51,9,10,529211.0558155554
4,1,1411,2479,98,13,2,323479.5371116406
1,2,1952,5626,80,9,6,370381.81319814565
1,1,856,6147,12,6,7,396041.67241572065
3,2,2004,4647,5,10,9,536371.5485229155
4,1,1045,6443,57,5,4,484265.0307194364
5,3,943,1079,47,7,8,478990.5057353189
2,3,1167,6577,31,11,10,486583.29050494893
3,2,2282,3223,10,9,2,498353.39514582645
1,2,3065,3569,80,10,6,426276.5993480882
3,1,1415,5518,4,11,4,412046.11512817314
3,2,2681,2123,5,3,8,622035.7007566907
3,1,2388,3623,73,8,9,412469.42838149506
3,2,3289,2403,96,17,2,373577.33256955433
2,2,1498,3578,93,7,7,406926.0549305703
4,2,1675,1331,20,12,7,478490.20991443703
5,3,2485,8485,41,16,8,608616.6131200047
3,3,1744,1739,80,15,5,349621.88138304
3,1,1722,9233,26,13,3,384996.45265129977
3,2,2546,5980,2,18,1,429949.04574682564
4,1,824,4878,59,18,4,347268.9819384132
1,2,2487,2949,92,5,3,360646.49624049943
1,3,2359,4460,65,14,2,344070.0186859395
2,3,1883,3128,92,11,6,422043.9107774631
1,2,1233,5497,48,3,7,442977.1243847288
3,2,1889,3154,99,17,10,389552.50585731113
3,3,3412,6230,33,12,7,523545.80481675843
3,3,2751,8444,36,3,8,537944.9042703155
2,1,2953,2237,41,2,2,459343.2528695089
3,3,895,9697,64,4,10,506239.89055546996
1,2,967,6240,59,18,6,299644.9446394636
4,1,2889,5815,89,14,6,451122.29732298106
4,2,2702,1256,0,8,10,588754.4346326479
5,1,2951,2720,58,2,1,534084.494847846
1,2,2668,8347,3,19,2,442395.63447247277
3,3,3367,8076,13,10,9,564156.0580666111
4,2,2798,2071,17,5,8,592175.4702803071
1,1,3129,2622,33,11,4,392057.29126466
4,2,1933,3066,0,9,6,493586.3501486537
3,1,2810,9642,52,16,2,389176.6032303896
4,2,1548,1897,21,5,5,506582.82139211014
5,3,2691,6175,79,15,2,489199.05493977916
5,3,1630,9273,60,14,5,525826.19402937
4,2,848,9928,21,9,7,486403.53867863654
1,2,914,5174,49,5,7,333266.4592532605
1,2,1978,6781,15,15,9,433288.76144060073
1,1,2472,4944,27,9,3,361772.5231946054
4,2,3350,7426,91,4,4,498608.1028394499
1,2,870,6435,85,4,9,382318.9764601624
3,1,2159,3935,69,7,8,460609.5226398605
5,3,866,6833,88,15,7,445488.13988588325
3,2,2316,9088,41,17,8,468126.6788182068
1,2,2473,1461,65,18,9,402796.2390856339
3,3,2577,1116,70,7,4,456862.92754274723
1,3,1766,6785,80,19,5,351572.0708185562
4,1,3028,7507,34,10,9,578536.9734867886
3,2,2589,6830,19,13,7,510765.07823788456
4,2,1412,5561,1,2,4,531585.3261044024
4,1,2686,9127,6,11,6,550234.4824756271
2,3,2422,1659,95,5,1,425979.6628828231
1,1,1496,3122,48,6,1,322301.9405644697
5,3,3450,2586,82,3,9,633217.6831901373
1,1,3095,5682,75,1,8,465833.72857373004
5,3,2037,7799,8,3,1,593326.6054811253
1,1,3206,9826,26,3,2,486475.8334763376
4,3,1048,7987,77,4,4,442514.9592421843
3,3,1437,8975,1,7,1,443883.9621344298
3,3,1749,3882,84,15,2,337546.79654054117
2,3,2704,6249,67,11,5,447342.9365114451
5,3,1911,3811,59,18,8,531706.1876529771
5,2,975,6527,84,12,6,418076.58426882717
5,3,1522,2884,85,4,6,484898.9097508609
4,2,3273,9813,48,11,4,496071.0171687838
5,3,1570,6073,1,6,2,583557.5358900575
3,2,2747,6416,16,19,3,469823.7036495365
4,2,1502,6800,82,18,6,413400.24925014644
1,1,2928,7895,87,15,6,392127.2012982344
5,3,1726,7315,19,3,5,580126.744281026
5,1,937,5930,75,17,6,386754.7658436884
1,1,3317,3365,88,1,6,480160.0485487999
5,3,3197,1854,86,2,1,543901.5222329784
1,1,1949,3728,97,19,6,291322.13225159986
4,3,2740,1915,31,9,5,568508.7679300128
3,1,2691,8173,50,8,8,525142.2833105661
1,3,2678,5938,87,12,9,431509.77074333763
2,3,2053,1131,41,15,6,419195.903929652
1,3,2283,4593,62,7,10,490370.01094939857
5,2,2168,1293,88,16,4,443679.07149836817
4,1,1109,4685,60,7,3,423710.81497548654
4,2,1843,9016,61,12,10,521975.42458274594
1,1,2470,8762,2,17,1,387701.1403398014
3,1,2364,7846,88,11,7,417582.16583038884
2,1,2383,8584,91,4,5,399373.26222320244
4,2,2300,8310,75,19,4,439445.7668587874
5,1,3116,6356,25,2,9,635513.3732995907
5,2,1569,1286,47,2,7,534790.4749220784
3,3,815,9641,7,17,10,512148.58102428226
4,1,1405,7586,4,9,8,544522.2573086272
1,1,2181,6303,10,1,4,460503.7207699296
5,3,1612,4116,41,10,10,554544.5105041573
3,3,2790,6874,98,15,10,484037.5272414124
4,1,3329,7970,90,15,8,517051.50352639036
4,3,1694,9148,40,2,4,531231.5180638458
4,2,2367,9444,18,14,1,464724.9401747434
4,2,3116,2235,47,4,8,615899.3689101994
4,1,1213,1999,52,18,1,329187.003478232
5,2,824,4760,54,9,3,412048.60447520635
3,2,2804,5116,60,2,7,547521.5047233158
4,1,1115,5411,31,2,3,475263.4603298127
2,3,1370,6557,45,18,8,377979.173380306
2,1,1524,6352,91,17,5,294244.65216617665
3,2,2649,4683,35,9,3,470331.9158102897
1,1,2099,3261,17,8,5,419040.1791445869
1,1,2753,2853,73,2,5,429009.20807149645
1,2,1188,9791,95,2,8,369986.15221801284
2,2,1243,7895,17,5,9,446516.2206023494
1,1,1770,3990,11,12,6,415264.96886498504
5,2,3215,1862,71,16,10,527337.3682355697
4,2,2764,5527,96,14,3,435560.6051260969
2,2,3189,2219,45,2,2,477807.47753173293
3,2,2628,4795,54,8,3,465846.0976301019
3,2,1103,1527,37,4,9,514011.8492926714
4,2,1563,8369,77,9,7,537214.0403405457
2,3,2773,3922,1,19,9,473580.0647150348
1,1,1615,6849,8,2,6,467894.6538833231
1,2,2959,2162,4,16,8,466529.80568305886
5,1,1677,1846,97,11,10,483584.36284281383
5,3,1502,7959,18,8,9,614908.5769044791
1,2,1743,4086,70,12,3,354651.6201799541
3,1,3126,4283,38,3,7,553273.1228790674
3,2,3229,4323,41,13,9,516179.5878761244
5,2,2860,1445,16,2,2,604526.2372177405
4,2,1102,2025,62,13,7,417124.93940360163
1,2,2379,2359,89,8,5,361180.9196216467
5,2,959,9210,45,15,8,463674.40298237593
5,2,3001,7113,90,9,4,541547.3892276282
1,2,3028,9752,91,11,1,404740.23730018444
1,3,2003,1471,19,3,10,480679.18603250914
3,3,3224,1027,69,7,8,555829.8060619732
4,2,1991,9751,7,14,6,512493.32036443386
4,2,1973,4236,95,15,8,394676.19004519715
1,3,2863,4948,18,9,3,468686.6455190752
2,3,1914,7172,31,11,8,460387.555495261
5,3,1943,2979,18,7,8,553643.1693049951
5,2,2779,5921,23,12,1,504169.48819438665
1,1,1052,3326,23,19,4,258883.65205215366
2,1,2232,3330,55,18,7,360422.82867341524
3,1,2878,8646,80,13,1,361690.8980761578
1,1,1530,2002,17,11,3,330627.49728434463
1,2,3136,7448,11,1,3,495312.77179790067
5,1,1297,7837,40,6,6,507751.34692864143
1,3,2228,7467,86,2,5,442639.47465995786
1,3,1347,8354,47,13,7,396915.71441946103
1,1,1760,3529,81,13,3,276700.8885531623
5,3,931,2430,63,19,1,359279.31010769214
3,2,2147,4912,15,9,3,451159.12531471584
3,1,1657,2532,79,19,8,336121.13351475156
1,1,1955,2892,99,1,5,370016.0967019684
5,2,2832,2421,22,8,3,512870.4350337384
3,3,1320,9582,85,14,8,417727.8765421764
3,2,829,6768,38,16,6,375665.77346096997
3,2,3474,3818,32,4,3,558132.3025343723
5,3,2851,6617,23,18,5,523775.70041444123
5,2,1308,2195,60,14,1,392297.0176371485
1,3,2060,7229,54,9,6,434261.60853397765
4,3,2358,6305,60,15,9,474196.71953440015
3,2,815,9077,83,3,7,393122.80067845655
4,3,1796,1842,96,4,8,487031.2538296802
5,2,2407,6200,94,18,6,467803.6726908576
5,3,2639,6921,39,14,5,558275.4827778175
5,1,2816,1294,57,15,6,506693.35632374516
4,3,2053,7097,71,8,7,485956.6871839836
5,3,2543,7412,73,10,9,536667.2412567993
1,2,3110,9836,0,12,8,527120.6451439197
5,3,1888,7678,84,9,5,467700.16904464713
2,1,3112,6020,24,8,7,488026.94184880494
4,1,2161,6743,95,17,8,441585.95887065935
2,3,1177,1110,52,9,1,349907.4889191713
5,3,1998,9775,60,13,8,530021.3773686147
1,1,1275,5864,45,14,7,318891.2123839759
3,2,2089,2648,73,5,2,429917.03892222914
5,1,1128,7381,59,9,2,419842.2733912496
1,1,2639,3381,50,16,6,341729.0839419327
4,3,1986,1105,72,19,3,346919.4066724763
2,3,1237,6818,83,7,1,391349.04581600375
2,1,2190,1381,47,12,8,386081.01936706103
2,2,2573,5356,83,2,7,484910.41258250305
4,1,2022,6918,39,18,4,460621.32330845436
1,1,2323,2316,6,18,1,340787.9392208289
4,2,2863,6454,74,16,2,423501.08308831987
2,1,2644,5074,84,11,9,392770.7739576072
5,1,2119,5804,18,2,4,519361.73659199924
3,3,1667,1906,14,14,3,444485.37121690967
4,2,3358,8621,69,4,8,631037.4080737496
4,3,2611,1662,60,7,4,500649.5225823868
1,3,1783,7718,55,2,7,443410.9884462659
1,2,2062,9654,9,14,5,440499.02727027965
4,2,3428,1942,45,7,5,540077.3186523813
2,1,2124,9349,79,9,6,407109.07269071054
3,3,2853,7415,74,8,4,491940.0362521378
1,2,1818,4309,56,9,2,332590.2985355486
2,3,2589,2326,34,7,6,497039.546031587
5,3,1606,3106,71,19,5,477696.80286624946
1,2,2693,5799,91,17,3,341160.3236025239
2,1,2209,9839,2,13,4,470279.52010639943
2,3,3466,3938,65,11,3,442146.6409769985
3,2,2118,3483,52,18,3,411747.40369018936
3,1,1941,2375,77,17,4,358150.5118867246
5,3,1204,8856,51,16,2,398278.0975860158
2,2,2586,1244,92,10,4,394526.7683342775
2,3,1393,3348,52,4,10,464862.14658013306
3,2,3413,1479,53,4,2,463441.9080918596
1,2,811,2935,46,11,10,371599.3933081905
1,3,3012,6757,2,8,8,562347.0647765653
4,3,2117,1087,64,9,10,533901.2017161141
3,2,2342,9764,14,16,5,479663.5353788561
4,1,2925,1178,83,10,7,468519.3665385417
3,3,1413,1162,85,9,4,445800.7002335389
5,2,2786,3640,33,3,10,612655.7652867838
2,2,1668,3348,49,2,6,466267.0495589301
5,1,1611,3421,32,9,10,534198.5742722246
3,1,2622,5298,72,13,4,388632.3373433242
2,1,1566,5142,2,6,6,450516.02373428555
1,3,881,5503,1,4,1,354735.6840602846
1,2,2544,2217,3,14,6,425963.7398298287
4,2,3056,3474,15,11,6,562048.6418541098
3,2,1321,1929,53,2,2,370059.07353502174
3,1,2127,8958,32,3,10,558883.5634622015
1,2,1793,9508,8,5,10,481079.9739772117
5,3,3312,2502,56,7,9,595812.9760496612
2,1,2325,1420,39,11,6,389499.55660429073
5,1,2269,6830,51,12,7,567338.8540458871
5,1,3475,5358,81,11,2,444372.396453279
1,1,2313,2449,15,19,2,343900.07721924473
1,3,1580,6811,7,13,2,368642.0932245178
1,2,2251,9619,86,4,10,446653.79571206094
4,3,1358,8871,59,14,9,500611.27321700833
5,2,2938,9588,35,12,3,564534.467870973
3,3,2837,9987,2,2,4,582793.5895209552
2,1,2553,1106,14,8,1,383022.3998341677
4,1,1659,5049,96,19,1,322650.524342516
3,3,2412,9289,81,13,4,456276.4298252336
5,3,1355,2903,22,1,2,522334.7622802953
1,2,955,8649,2,5,8,457745.6095952095
5,3,2849,4570,29,11,4,561014.2629756116
2,3,2180,6376,44,11,3,408452.0608741303
4,2,1624,1042,16,13,3,443425.0545280269
4,2,2392,7385,57,2,6,557730.8185272879
2,2,1881,2577,57,19,6,367512.25673881086
3,3,2003,7065,95,16,6,419074.0670019168
3,2,1292,6885,56,5,6,425240.5281677719
4,1,1468,9576,6,14,8,535675.0281189564
4,1,874,4577,38,19,8,385871.4786165344
1,1,1170,4238,77,5,9,356241.10871308524
3,3,1386,6244,57,9,1,363065.6022695533
2,1,1128,3134,55,12,10,375955.6210925679
3,3,1389,4892,14,16,8,483431.9434212879
1,3,2590,5321,43,19,5,416525.76531731663
4,1,1576,6776,11,15,3,472176.51842966955
4,2,2822,6828,7,17,10,592589.8723956365
1,3,3151,4815,79,15,3,394917.8298949926
2,1,1378,1295,40,3,6,396627.62221214204
4,3,1020,1413,33,17,8,430695.48979417485
5,2,1987,6956,45,13,10,574474.2128667039
4,2,2303,7278,87,9,2,458760.7587934727
5,1,3222,7668,28,13,9,574178.6824787806
1,3,2507,9195,15,16,5,466012.39717883704
